,0,1,2,3
301,1583190,2073990,1,1446624446
302,1583190,2800183,1,1446486365
303,1583190,1096406,1,1446486235
304,1583190,284832,1,1446282353
305,1583190,2800183,1,1446122845
306,1583190,1732848,1,1446122807
307,1583190,771171,1,1446122735
308,1583190,761595,1,1445781874
309,1583190,2117630,1,1445451665
310,1583190,794189,1,1445451647
311,1583190,2073990,1,1445341055
312,1583190,2726619,1,1445281525
313,2195544,1177916,1,1445322550
314,2195544,30660,1,1444628042
315,2195544,1750449,1,1444025911
316,2195544,793473,1,1444025848
317,79961,2450694,1,1446049848
318,79961,255495,1,1444654321
319,79961,2770369,1,1444653634
320,79961,1404481,1,1444155168
321,546909,801479,1,1443349473
322,759902,1716533,1,1446633450
323,759902,723096,1,1446626387
324,759902,2627584,1,1446560641
325,759902,265876,1,1446547782
326,759902,467643,1,1446400232
327,759902,1716533,3,1446400223
328,759902,1716533,1,1446399612
329,759902,467643,1,1446399587
330,759902,794365,1,1446399527
331,759902,1866691,1,1445417253
332,759902,752724,1,1445335969
333,759902,201560,1,1445330506
334,759902,1408140,1,1445330408
335,759902,428698,1,1444745883
336,759902,248172,1,1444663412
337,759902,2511598,1,1444597114
338,759902,2536,1,1444597029
339,759902,2030858,3,1444054098
340,759902,2030858,1,1444054090
341,759902,2030858,1,1444053155
342,759902,2030858,1,1444051720
343,759902,2030858,3,1444051680
344,759902,2030858,1,1444051663
345,759902,2030858,3,1444050606
346,759902,2030858,1,1444050546
347,2664543,2833871,1,1446713757
348,2664543,2778525,1,1446713753
349,2664543,467313,1,1446468678
350,2664543,2680800,1,1446067792
351,2664543,1855604,1,1445944214
352,2664543,427393,1,1445944115
353,2664543,2099273,1,1445944112
354,2664543,2041285,1,1445937405
355,2664543,1602073,1,1444806596
356,2664543,1602073,3,1444806051
357,2664543,1602073,1,1444805994
358,106320,2124560,1,1446095792
359,1294435,1679791,1,1446585725
360,1294435,2458610,1,1446335609
361,1294435,2458610,1,1446335441
362,1294435,2464395,1,1446335429
363,1294435,1367788,1,1446335251
364,1294435,779229,1,1446335210
365,1294435,561169,1,1446335197
366,1294435,725977,1,1445964576
367,1294435,2046593,1,1445964526
368,1294435,779229,1,1445964491
369,1294435,686332,1,1445882277
370,1294435,1015614,1,1445881695
371,1294435,2066078,1,1445881652
372,1294435,1015614,1,1444896941
373,1294435,425471,1,1444896490
374,1294435,2251976,1,1444896467
375,1294435,759336,1,1444675175
376,1294435,512822,1,1444675090
377,1294435,725977,1,1444674907
378,1294435,2572296,1,1444674785
379,1294435,779229,1,1444674768
380,1294435,998187,1,1444581785
381,1294435,2630209,1,1444581718
382,1294435,779229,1,1444580053
383,1294435,332463,1,1444459464
384,1294435,1199105,1,1444456184
385,1294435,336977,1,1444455165
386,1294435,357847,1,1444247672
387,1294435,825429,1,1444247609
388,1294435,1194869,1,1444247394
389,1294435,660507,1,1444247285
390,1294435,1055533,1,1444244778
391,1294435,605112,3,1444244063
392,1294435,605112,1,1444244009
393,1294435,1554565,1,1444243905
394,1294435,1626290,1,1444161383
395,1294435,1681022,1,1444040821
396,1294435,778432,1,1444040739
397,1294435,2572296,3,1444040129
398,1294435,2572296,1,1444040119
399,1294435,2133506,1,1444039888
400,1294435,1325734,1,1444039874
401,1294435,1635469,1,1444037542
402,1294435,1626290,1,1444037515
403,1294435,470113,1,1444036405
404,1294435,2337135,1,1444034083
405,1294435,791882,1,1444034037
406,1294435,2326187,1,1444033988
407,1294435,1997340,1,1444033529
408,1294435,1807910,1,1443692651
409,1294435,322351,1,1443692604
410,1294435,1068606,1,1443691122
411,1294435,2133506,1,1443682760
412,1294435,959847,1,1443515795
413,1294435,1690054,1,1443457995
414,1294435,1442277,1,1443455810
415,1294435,596578,1,1443455776
416,1294435,2508352,1,1443455745
417,1294435,2472065,1,1443455732
418,1294435,2095043,1,1443455700
419,1294435,835634,1,1443455581
420,1294435,1325734,1,1443455512
421,1294435,1805854,1,1443240852
422,1294435,470113,1,1443104282
423,1294435,881,1,1443081142
424,1294435,779229,1,1443080864
425,1294435,2418734,1,1443021295
426,1294435,1554565,1,1443020712
427,1294435,1015614,1,1443017899
428,1294435,529891,1,1443016753
429,1294435,319552,1,1443013979
430,1294435,470113,1,1443013726
431,1294435,2052876,1,1442946001
432,1294435,1160637,1,1442942390
433,1294435,1160637,1,1442941823
434,1294435,1460140,1,1442941531
435,1294435,192654,1,1442866699
436,1294435,2458610,1,1442866645
437,1294435,998187,1,1442866626
438,1294435,1043189,1,1442338752
439,2560100,1168494,1,1446799678
440,2560100,2596528,1,1446799624
441,2560100,2439554,1,1446702862
442,2560100,1295570,1,1446616489
443,2560100,1295570,1,1446616420
444,2560100,46433,1,1446616377
445,2560100,144272,1,1446616335
446,2560100,2072556,1,1446450530
447,1751141,248625,1,1445266932
448,1751141,2554932,1,1442900577
449,1751141,1654637,1,1442574044
450,1751141,1711530,1,1442481712
451,1751141,964089,1,1442305016
452,1108070,968189,1,1446965199
453,219243,662116,2,1444741130
454,219243,1549033,1,1444740981
455,219243,2788004,1,1444740678
456,219243,2748151,1,1444740096
457,219243,2778815,1,1444740035
458,266348,1742604,1,1445143572
459,2664558,2226302,1,1444679521
460,2664558,1196981,1,1444679434
461,2664558,830073,1,1441795078
462,2664558,830073,1,1441795058
463,2664558,823570,1,1441794811
464,2664558,1964661,1,1441794319
465,2664558,1984327,1,1441794209
466,2664558,1984327,1,1441794184
467,2664558,910026,2,1441597752
468,2664558,910026,1,1441597746
469,2664558,830073,1,1441597735
470,2664558,830073,1,1441597701
471,645232,516103,1,1444736154
472,645232,79531,1,1444736108
473,645232,2264904,1,1440492068
474,1431665,30400,1,1445765112
475,1431665,500010,1,1445765095
476,1431665,1249934,1,1445490412
477,1431665,1455015,1,1445404810
478,1431665,1181072,1,1445404649
479,1431665,40378,1,1445357874
480,1431665,1893587,1,1445357719
481,1431665,1893587,1,1445357681
482,1431665,1217856,1,1445076240
483,1431665,140369,1,1444330916
484,1431665,1492333,1,1444330872
485,1431665,2661013,1,1444330855
486,1431665,2142673,3,1444330320
487,1431665,2142673,3,1444330318
488,1431665,2142673,3,1444330317
489,1431665,2142673,2,1444330316
490,1431665,2142673,1,1444330264
491,1431665,278589,1,1443470460
492,1431665,2007811,1,1443470423
493,1431665,1906420,1,1443470389
494,479349,650831,1,1447016229
495,479349,1004059,1,1447016135
496,479349,260455,1,1447016098
497,479349,2261309,1,1447016048
498,479349,2261309,1,1447016031
499,479349,452856,1,1447016021
500,479349,2348348,1,1447000401
501,479349,2348348,1,1447000330
502,479349,213472,1,1446744993
503,479349,1114827,1,1446744707
504,479349,821662,1,1446744422
505,479349,821662,1,1446744137
506,479349,2621394,1,1446744085
507,479349,940212,1,1446744014
508,479349,2097583,1,1446743919
509,479349,1760995,1,1446743823
510,479349,943579,1,1446743567
511,479349,1899377,1,1446743564
512,479349,2621394,1,1445755336
513,479349,1856117,1,1445342825
514,479349,2589286,1,1445342731
515,479349,1408887,1,1445190095
516,479349,2142009,1,1445190016
517,479349,1892789,1,1445066641
518,479349,2274742,1,1444620902
519,479349,590312,1,1444620868
520,479349,1125690,1,1444620757
521,479349,2799312,1,1444466722
522,479349,2829050,1,1443995131
523,479349,1935265,1,1443787461
524,479349,551365,1,1443690336
525,479349,2212853,1,1443558774
526,479349,2101342,1,1443558671
527,479349,693548,1,1443558541
528,479349,1946960,1,1443381864
529,479349,2322704,1,1442252290
530,479349,2450686,1,1442252194
531,479349,1524327,1,1441561344
532,479349,1524327,1,1441561307
533,479349,1081209,1,1441561169
534,479349,1946448,1,1441561127
535,479349,2259263,1,1441081024
536,479349,1592607,1,1441080821
537,479349,2303206,1,1441080688
538,479349,2303206,1,1441080641
539,1286263,885020,1,1440180763
540,1286263,2406183,1,1440180668
541,1286263,390105,1,1440180652
542,1286263,522209,1,1440180534
543,1286263,556851,1,1440180222
544,2863225,2804690,1,1446484916
545,204922,1289213,1,1446980219
546,204922,1289213,1,1446979846
547,204922,497085,1,1446904344
548,204922,1209301,1,1446904311
549,204922,1201349,1,1446904271
550,204922,2234715,1,1446904207
551,204922,1110954,1,1446904168
552,204922,1251647,1,1446904119
553,204922,37517,1,1446904074
554,204922,2437406,1,1446897689
555,204922,1251647,1,1446895917
556,204922,1588612,1,1446894877
557,204922,1289213,1,1446894834
558,1757307,2304681,1,1446476902
559,1757307,2789165,1,1446306091
560,1757307,71640,1,1446274645
561,1757307,1645617,1,1446274537
562,1757307,1645617,1,1446272427
563,1757307,2304681,1,1446272148
564,1757307,1292557,1,1446272086
565,1992829,457270,1,1446528972
566,1992829,457270,1,1445407999
567,1992829,2540341,1,1444803548
568,1992829,1807576,1,1444803529
569,1808511,1263837,3,1446290212
570,1808511,1263837,1,1446290142
571,1808511,2779430,1,1446028834
572,1808511,1915085,1,1445595782
573,2975873,2813967,1,1445851657
574,2975873,1685098,1,1445436138
575,2975873,1685098,1,1445436126
576,2975873,1685098,1,1445436107
577,2975873,1685098,1,1445435843
578,2975873,1851291,1,1445328912
579,2975873,2455466,1,1444991373
580,2975873,1026109,1,1444119388
581,2975873,2319584,1,1444025732
582,2975873,957936,1,1442486044
583,2975873,850151,1,1442486030
584,2975873,1658327,1,1442485948
585,2975873,797202,1,1442485933
586,2975873,768191,1,1442485907
587,2975873,768191,1,1442485810
588,2975873,211053,1,1442485718
589,2975873,989786,1,1442485654
590,2975873,1846662,1,1442485633
591,2975873,2455466,1,1442485621
592,2975873,457513,1,1442485614
593,2975873,1752022,1,1442485440
594,2975873,2696186,1,1442485380
595,2975873,2236964,1,1442485332
596,2975873,2236964,1,1442485325
597,2975873,2319584,1,1442485298
598,374914,2070857,1,1446722130
599,374914,557356,1,1446722044
600,374914,1965345,1,1446721928
601,1323140,835004,1,1445974530
602,1851525,930120,1,1443970110
603,1851525,294831,1,1443970022
604,1851525,1173827,1,1443969959
605,786568,1854295,3,1446728820
606,1407113,667699,1,1443429359
607,1407113,2613066,1,1443429194
608,1407113,2036364,1,1443428816
609,1407113,1585314,1,1443428666
610,2944023,240873,1,1446729073
611,2944023,2532610,1,1441817245
612,2944023,830371,3,1441798935
613,2944023,830371,1,1441798932
614,2944023,240873,2,1441798847
615,2944023,240873,3,1441798847
616,2944023,240873,1,1441798843
617,1435330,2795800,1,1445182973
618,1435330,1105799,1,1445182966
619,1435330,765477,1,1445182946
620,1435330,2198329,1,1445182945
621,1435330,387201,1,1445182932
622,1435330,868804,1,1445182917
623,1435330,1017806,1,1445182911
624,1435330,1386412,1,1445182901
625,1435330,1017806,1,1445182901
626,1435330,1386412,1,1445182897
627,1435330,2565529,1,1445182890
628,1435330,771865,1,1445182878
629,1435330,2778525,1,1445182837
630,1435330,2412042,1,1445182835
631,1435330,1311600,1,1445182232
632,1435330,1244196,1,1445182219
633,1435330,1133414,1,1445182217
634,1435330,1133414,1,1445182182
635,1435330,510851,1,1445182178
636,1435330,153984,1,1445182176
637,1435330,1538391,1,1445182167
638,1435330,1538391,1,1445182164
639,1435330,1518092,1,1445182152
640,1435330,858676,1,1445182142
641,1435330,1380480,1,1445182138
642,1435330,858676,1,1445182137
643,1435330,1380480,1,1445182133
644,1435330,2071756,1,1445182120
645,1435330,2408454,1,1445182114
646,1435330,1859504,1,1445182111
647,1435330,2065029,1,1445182101
648,1435330,1394559,1,1445182100
649,1435330,1394559,1,1445182095
650,1435330,2485920,1,1445182091
651,1435330,1639049,1,1445182083
652,1435330,2769381,1,1445182083
653,1435330,2519167,1,1445182080
654,1435330,1905998,1,1445182075
655,1435330,1745064,1,1445182067
656,1435330,2475227,1,1445182042
657,1435330,788018,1,1445182040
658,1435330,965996,1,1445182040
659,2539544,618927,1,1446878195
660,2539544,2327820,1,1445620615
661,2539544,1133414,1,1445093521
662,2539544,2327820,1,1444727479
663,2539544,68780,1,1444727448
664,2539544,2188661,1,1444727337
665,2539544,79531,1,1444727300
666,2539544,38607,1,1444416956
667,2539544,68780,1,1444321140
668,2539544,1382161,1,1443615486
669,2338963,1631649,1,1446564204
670,1768814,803962,1,1446920939
671,1768814,2204165,1,1446920928
672,1768814,784737,1,1446920850
673,1768814,536047,1,1446920842
674,1768814,1818555,1,1446920805
675,2099351,2290726,1,1443501553
676,2099351,1218237,1,1442899035
677,2099351,1497116,1,1442898878
678,2130073,321612,1,1446814373
679,2130073,363251,1,1446113598
680,2130073,127522,1,1445498550
681,2130073,127522,1,1445498513
682,2130073,2401396,1,1443765202
683,2130073,2797953,1,1443765152
684,2130073,1445376,1,1443765052
685,2130073,127522,1,1443765033
686,2130073,2738827,1,1443765018
687,2130073,488831,1,1443517628
688,2130073,177278,1,1443101273
689,2130073,177278,3,1443101243
690,2130073,177278,1,1443101208
691,2130073,1380391,1,1442901729
692,55450,848698,3,1444915121
693,55450,848698,1,1444914959
694,55450,1078856,1,1444913728
695,55450,300430,3,1444896807
696,55450,300430,3,1444896774
697,55450,300430,1,1444896737
698,55450,589302,1,1444896116
699,55450,1226526,1,1444895994
700,55450,834971,3,1444291085
701,55450,834971,1,1444290738
702,1138844,2071234,1,1446225795
703,1138844,753720,1,1446225770
704,1241512,326394,1,1446314085
705,1241512,518407,1,1446314038
706,1241512,2657497,1,1446314000
707,1241512,1704398,1,1446313997
708,650455,332083,1,1444755819
709,650455,270634,1,1444755600
710,650455,923859,1,1444755577
711,650455,923859,3,1444755512
712,650455,923859,1,1444755412
713,650455,1518006,1,1444245351
714,19141,1513997,3,1444206663
715,526496,216550,1,1446543899
716,526496,216550,1,1446543723
717,526496,537228,1,1446543491
718,526496,2164559,1,1446543425
719,526496,479926,1,1446543345
720,526496,2766686,1,1446543295
721,526496,216550,1,1442833184
722,185219,1442381,1,1443284314
723,256165,174495,1,1446110196
724,1806502,67507,1,1446720532
725,1806502,1728615,1,1446720456
726,1806502,1825175,1,1446720435
727,1806502,2566179,1,1446720387
728,1806502,2259161,1,1446720148
729,1806502,1980602,1,1446720129
730,1806502,882422,1,1446720099
731,1806502,2778525,1,1446720054
732,1806502,1619155,1,1446063261
733,1806502,162488,1,1446063249
734,1806502,1742926,1,1443441686
735,1806502,1928254,1,1442565796
736,1806502,2297087,1,1441269579
737,1806502,857942,1,1441269366
738,1806502,2202263,1,1441269238
739,1806502,1207488,1,1441269151
740,1605799,2451556,1,1445433046
741,1605799,932781,1,1445241430
742,1605799,279488,1,1445241198
743,1605799,565775,1,1445240982
744,1605799,2405454,1,1444907793
745,1605799,2405454,3,1444907785
746,1605799,2405454,1,1444907734
747,1605799,2405454,1,1444900121
748,1605799,2405454,1,1444832196
749,1605799,2405454,1,1444831535
750,1605799,1141884,1,1444831503
751,1605799,519222,1,1444831398
752,1605799,2405454,1,1444669003
753,1605799,519222,1,1444668852
754,1605799,2289535,1,1444667546
755,1605799,2820483,1,1444651200
756,1605799,1527185,1,1444651069
757,1605799,2614452,1,1444311761
758,551081,2145015,1,1446992524
759,551081,634055,1,1446992477
760,551081,60324,1,1446991647
761,551081,2165608,1,1446991455
762,551081,508531,3,1446827023
763,551081,508531,2,1446827017
764,551081,508531,3,1446827017
765,551081,508531,1,1446827006
766,551081,1618143,1,1446807238
767,551081,2619522,1,1446802967
768,551081,2317446,1,1446802686
769,551081,508531,1,1446800653
770,551081,1472473,1,1446800129
771,551081,37581,1,1446797801
772,551081,1722282,1,1446797660
773,551081,2443101,1,1446796930
774,551081,2190917,1,1446796092
775,551081,648765,1,1446795511
776,551081,2314169,1,1446795369
777,551081,2411869,1,1446794496
778,551081,1063537,1,1446794157
779,551081,546434,1,1446791581
780,551081,2480706,1,1446789831
781,551081,1918020,1,1446786219
782,551081,2003341,1,1446786178
783,551081,2165608,1,1446785947
784,551081,1371807,1,1446725054
785,551081,1371807,1,1446724356
786,551081,1722257,1,1446710532
787,551081,2255918,1,1446546329
788,551081,2576172,1,1446544363
789,551081,2411869,1,1446544273
790,551081,1501044,1,1446539374
791,551081,82811,1,1446538347
792,551081,2368409,1,1446538213
793,551081,2368409,1,1446533952
794,551081,2379661,1,1446495284
795,551081,148409,1,1446482160
796,551081,1737321,1,1446481965
797,551081,1192203,1,1446480774
798,551081,1695717,1,1446479444
799,551081,1721811,1,1446479433
800,551081,1695717,1,1446479401
801,551081,2394961,1,1446479261
802,551081,2783774,1,1446478656
803,551081,2701984,1,1446461608
804,551081,900793,1,1446460563
805,551081,1846129,1,1446460521
806,551081,1130315,1,1446460355
807,551081,672639,1,1446460088
808,551081,1918234,1,1446455505
809,551081,1502732,1,1446455241
810,551081,992832,1,1446453826
811,551081,2783774,1,1446452967
812,551081,2803076,1,1446451733
813,551081,2415739,1,1446450739
814,551081,1066890,1,1446450479
815,1257644,1984327,1,1445899530
816,1945774,296654,3,1445870547
817,1945774,296654,1,1445870544
818,2785455,1127341,1,1442312342
819,2785455,2796479,1,1442118801
820,2785455,2698468,1,1442118766
821,1368243,1089692,1,1444324588
822,1368243,1089692,1,1444324472
823,1368243,1450649,1,1444324469
824,2164916,1301191,1,1445334370
825,2164916,2402625,1,1444915844
826,2164916,1301191,1,1444259312
827,2164916,2402625,1,1444053169
828,2164916,1604554,1,1443789587
829,2164916,2402625,1,1443095638
830,2033846,1294161,1,1446717012
831,2033846,2502800,1,1446716956
832,2033846,2118203,1,1446716327
833,2033846,2635676,1,1446716302
834,2033846,2273399,1,1446716255
835,2033846,336834,1,1446716162
836,2033846,407565,1,1446716050
837,196791,77751,1,1442215724
838,1601722,2393472,1,1445262735
839,1601722,515031,1,1445262684
840,1601722,1347173,1,1445262654
841,1601722,214974,1,1445262524
842,1601722,1618914,1,1445256416
843,1601722,2155612,1,1445256171
844,1601722,190855,1,1442938788
845,1601722,2802339,1,1442907660
846,1601722,115309,1,1441645739
847,1601722,115309,1,1441645728
848,1601722,115309,1,1441645708
849,452796,1229851,1,1446408051
850,452796,1121920,1,1446407951
851,452796,1186770,1,1443681246
852,452796,2160042,1,1443681154
853,452796,2160042,1,1443681153
854,2394301,1191544,1,1445972621
